,pl_name,hostname,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_massj,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
32711,LHS 1140 b,LHS 1140,Gaia DR2 2371032916186181760,1,1,2,Transit,2017,MEarth Project,Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,24.73723,0.0946,1.73,0.154,0.01762,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,M4.5 V,3096.0,0.22,0.18,-0.15,[Fe/H],5.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,675.8787442,317.585,-596.617,14.9861,14.15,8.821,12.6706,4/03/2024,2024-01,4/03/2024
32712,LHS 1140 b,LHS 1140,Gaia DR2 2371032916186181760,0,1,2,Transit,2017,MEarth Project,Published Confirmed,0,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,24.736959,0.0936,1.727,0.154,0.02196,0,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,,3216.0,0.21,0.18,-0.24,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,675.8787442,317.585,-596.617,14.9861,14.15,8.821,12.6706,3/12/2018,2019-01,6/12/2018
32714,LHS 1140 b,LHS 1140,Gaia DR2 2371032916186181760,0,1,2,Transit,2017,MEarth Project,Published Confirmed,0,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,24.73712,0.0875,1.43,0.128,0.02092,0,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,M4.5 V,3131.0,0.19,0.15,-0.24,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,675.8787442,317.585,-596.617,14.9861,14.15,8.821,12.6706,3/12/2018,2017-04,27/04/2017
32716,LHS 1140 c,LHS 1140,Gaia DR2 2371032916186181760,0,1,2,Transit,2018,Multiple Observatories,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,3.77792,0.02734,1.169,0.104,0.00554,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,,2988.0,0.21,0.19,-0.262,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,675.8787442,317.585,-596.617,14.9861,14.15,8.821,12.6706,17/05/2021,2020-10,17/05/2021
32717,LHS 1140 c,LHS 1140,Gaia DR2 2371032916186181760,1,1,2,Transit,2018,Multiple Observatories,Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,3.77794,0.027,1.272,0.113,0.00601,0,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,M4.5 V,3096.0,0.22,0.18,-0.15,[Fe/H],5.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,675.8787442,317.585,-596.617,14.9861,14.15,8.821,12.6706,4/03/2024,2024-01,4/03/2024
32718,LHS 1140 c,LHS 1140,Gaia DR2 2371032916186181760,0,1,2,Transit,2018,Multiple Observatories,Published Confirmed,0,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,3.777931,0.02675,1.282,0.114,0.00569,0,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,,3216.0,0.21,0.18,-0.24,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h44m59.67s,11.248632,-15d16m26.79s,-15.2741085,675.8787442,317.585,-596.617,14.9861,14.15,8.821,12.6706,3/12/2018,2019-01,6/12/2018
32724,LHS 1678 b,LHS 1678,Gaia DR2 4864160624337973248,0,2,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,0.8602322,0.01251,0.696,0.062,0.0011,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490.0,0.33,0.34,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,996.9452302,239.41,-967.772,19.8782,12.6,8.264,11.5403,2/11/2021,2022-04,2/11/2021
32725,LHS 1678 b,LHS 1678,Gaia DR2 4864160624337973248,1,2,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,0.8602325,0.01239,0.685,0.061,,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490.0,0.33,0.34,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,996.9452302,239.41,-967.772,19.8782,12.6,8.264,11.5403,25/03/2024,2024-02,25/03/2024
32726,LHS 1678 c,LHS 1678,Gaia DR2 4864160624337973248,1,2,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,3.694284,0.0327,0.941,0.084,,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490.0,0.33,0.34,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,996.9452302,239.41,-967.772,19.8782,12.6,8.264,11.5403,25/03/2024,2024-02,25/03/2024
32728,LHS 1678 c,LHS 1678,Gaia DR2 4864160624337973248,0,2,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,3.694247,0.0331,0.982,0.088,0.0044,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490.0,0.33,0.34,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,996.9452302,239.41,-967.772,19.8782,12.6,8.264,11.5403,2/11/2021,2022-04,2/11/2021
32729,LHS 1678 d,LHS 1678,Gaia DR2 4864160624337973248,1,2,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,4.9652229,0.04,0.981,0.088,,0,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490.0,0.33,0.34,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,996.9452302,239.41,-967.772,19.8782,12.6,8.264,11.5403,25/03/2024,2024-02,25/03/2024
32736,LHS 3844 b,LHS 3844,Gaia DR2 6385548541499112448,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,0.46292913,0.00622,1.303,0.116,,0,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,M5,3036.0,0.19,0.15,,,5.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h41m59.09s,340.4962038,-69d10m19.59s,-69.1721081,800.1786051,334.357,-726.974,14.8846,15.24,9.145001,13.3925,22/01/2019,2019-02,24/01/2019
32757,LSPM J2116+0234 b,LSPM J2116+0234,Gaia DR2 2692455319291894400,1,1,1,Radial Velocity,2019,Calar Alto Observatory,Published Confirmed,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,14.4399,0.0876,,,,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,M3.0 V,3475.0,0.43,0.43,-0.05,[Fe/H],4.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h16m27.54s,319.1147513,+02d34m50.78s,2.5807711,250.6828196,247.523,-39.6767,17.6297,11.961,7.324,10.8595,7/06/2019,2019-07,13/06/2019
32759,LTT 1445 A b,LTT 1445 A,Gaia DR2 5153091836072107136,1,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,5.35876,0.022,1.18,0.105,,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M3.0,3340.0,0.27,0.26,-0.34,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,456.5121099,-369.196,-268.51,6.86929,10.59,6.496,10.0469,22/08/2023,2023-03,22/08/2023
32760,LTT 1445 A b,LTT 1445 A,Gaia DR2 5153091836072107136,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,5.3587657,0.03813,1.305,0.116,0.00903,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340.0,0.27,0.26,-0.34,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,456.5121099,-369.196,-268.51,6.86929,10.59,6.496,10.0469,24/01/2022,2021-07,24/01/2022
32762,LTT 1445 A b,LTT 1445 A,Gaia DR2 5153091836072107136,0,3,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,5.35882,0.03807,1.38,0.123,0.00692,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,,3337.0,0.28,0.26,-0.34,[Fe/H],4.97,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,456.5121099,-369.196,-268.51,6.86929,10.59,6.496,10.0469,9/08/2019,2019-10,15/08/2019
32763,LTT 1445 A c,LTT 1445 A,Gaia DR2 5153091836072107136,1,3,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,3.1239035,0.02661,1.147,0.102,0.00485,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340.0,0.27,0.26,-0.34,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,456.5121099,-369.196,-268.51,6.86929,10.59,6.496,10.0469,24/01/2022,2021-07,24/01/2022
32764,LTT 3780 b,LTT 3780,Gaia DR2 3767281845873242112,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,0.768377,0.01203,1.35,0.12,0.00736,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,M3.5 V,3360.0,0.38,0.38,0.09,[Fe/H],4.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,421.9000381,-341.409,-247.87,21.9814,13.14,8.204001,11.8465,3/08/2021,2020-10,3/08/2021
32766,LTT 3780 b,LTT 3780,Gaia DR2 3767281845873242112,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,0.768448,0.01211,1.332,0.119,0.00824,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331.0,0.37,0.4,0.28,[Fe/H],4.9,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,421.9000381,-341.409,-247.87,21.9814,13.14,8.204001,11.8465,28/05/2020,2020-07,4/06/2020
32767,LTT 3780 b,LTT 3780,Gaia DR2 3767281845873242112,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,0.76837931,0.01195,1.325,0.118,0.00774,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358.0,0.38,0.38,0.06,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,421.9000381,-341.409,-247.87,21.9814,13.14,8.204001,11.8465,26/03/2024,2024-02,26/03/2024
32771,LTT 3780 c,LTT 3780,Gaia DR2 3767281845873242112,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,12.2519,0.07673,2.3,0.205,0.02706,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331.0,0.37,0.4,0.28,[Fe/H],4.9,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,421.9000381,-341.409,-247.87,21.9814,13.14,8.204001,11.8465,28/05/2020,2020-07,4/06/2020
32773,LTT 3780 c,LTT 3780,Gaia DR2 3767281845873242112,0,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,12.252131,0.0762,2.42,0.216,0.01979,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.173N/abstract target=ref>Nowak et al. 2020</a>,M3.5 V,3360.0,0.38,0.38,0.09,[Fe/H],4.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,421.9000381,-341.409,-247.87,21.9814,13.14,8.204001,11.8465,3/08/2021,2020-10,3/08/2021
32774,LTT 3780 c,LTT 3780,Gaia DR2 3767281845873242112,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,12.252284,0.0757,2.39,0.213,0.0253,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358.0,0.38,0.38,0.06,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,421.9000381,-341.409,-247.87,21.9814,13.14,8.204001,11.8465,26/03/2024,2024-02,26/03/2024
33356,Proxima Cen b,Proxima Cen,Gaia DR2 5853498713160606720,0,3,1,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute; et al. 2016</a>,11.186,0.0485,,,,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute; et al. 2016</a>,M5.5 V,3050.0,0.14,0.12,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,3858.865767,-3781.31,769.766,1.30119,11.01,4.384,8.95361,25/08/2016,2016-08,25/08/2016
33358,Proxima Cen b,Proxima Cen,Gaia DR2 5853498713160606720,1,3,1,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,11.1868,0.04856,,,,0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,M5.5 V,2900.0,0.14,0.12,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,3858.865767,-3781.31,769.766,1.30119,11.01,4.384,8.95361,15/05/2023,2022-02,15/05/2023
33359,Proxima Cen b,Proxima Cen,Gaia DR2 5853498713160606720,0,3,1,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020SciA....6.7467D/abstract target=ref>Damasso et al. 2020</a>,11.185,0.048,,,,0,<a refstr=DAMASSO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020SciA....6.7467D/abstract target=ref>Damasso et al. 2020</a>,M5.5 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,3858.865767,-3781.31,769.766,1.30119,11.01,4.384,8.95361,15/05/2023,2020-01,15/05/2023
33431,Ross 128 b,Ross 128,Gaia DR2 3796072592206250624,1,1,1,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,0.0496,,,,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,M4,3192.0,0.2,0.17,-0.02,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,1365.937178,607.678,-1223.32,3.37454,11.12,5.654,9.59067,16/11/2017,2018-05,17/11/2017
33433,Ross 508 b,Ross 508,Gaia DR2 1208695640675619584,1,1,1,Radial Velocity,2022,Subaru Telescope,Published Confirmed,0,<a refstr=HARAKAWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220511986H/abstract target=ref>Harakawa et al. 2022</a>,10.77,0.05366,,,,0,<a refstr=HARAKAWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220511986H/abstract target=ref>Harakawa et al. 2022</a>,M4.5 V,3071.0,0.21,0.18,-0.2,[Fe/H],5.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h23m50.71s,230.9613022,+17d27m37.92s,17.4605347,1318.406083,-392.165,-1258.73,11.2103,14.18,8.279,12.2066,8/06/2022,2022-05,8/06/2022
33741,TOI-198 b,TOI-198,Gaia DR2 2333676738049780352,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,10.2152,0.1,1.44,0.128,,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M0 V,3650.0,0.44,0.47,-0.7,[Fe/H],4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m05.16s,2.2715087,-27d07m18.28s,-27.1217452,698.0992388,692.255,90.1419,23.7262,11.688,7.856,10.9187,22/08/2023,2023-03,22/08/2023
33796,TOI-2134 b,TOI-2134,Gaia DR2 4610267648427698816,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,9.2292005,0.078,2.69,0.24,0.02873,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.0,0.71,0.74,0.12,[Fe/H],4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,288.224734,54.3709,-283.05,22.6202,8.933,6.091,8.5077,28/11/2023,2023-10,28/11/2023
33876,TOI-244 b,TOI-244,Gaia DR2 5001098681543159040,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,7.39726,0.073,1.03,0.092,,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M2,3450.0,0.4,0.42,0.0,[Fe/H],4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,161.7031424,-155.186,45.4446,22.0337,12.861,7.97,11.553,22/08/2023,2023-03,22/08/2023
